,L.BSTS,L.CACG,L.CMFG,L.CU,L.EC,L.FG,L.IPG,L.ITG,L.ICG,L.LOG,L.LOFG,L.LG,L.MOFG,L.MTG,L.PHIG,L.PaCG,L.POP,L.POR,L.PTR,L.PCAL,L.PoCG,L.PCG,L.PrCG,L.PCU,L.RACG,L.RMFG,L.SFG,L.SPG,L.STG,L.SMG,L.FP,L.TP,L.TTG,L.IN,L.CER,L.TH,L.CA,L.PU,L.PA,L.HI,L.AM,L.AC,R.TH,R.CA,R.PU,R.PA,R.HI,R.AM,R.AC,R.BSTS,R.CACG,R.CMFG,R.CU,R.EC,R.FG,R.IPG,R.ITG,R.ICG,R.LOG,R.LOFG,R.LG,R.MOFG,R.MTG,R.PHIG,R.PaCG,R.POP,R.POR,R.PTR,R.PCAL,R.PoCG,R.PCG,R.PrCG,R.PCU,R.RACG,R.RMFG,R.SFG,R.SPG,R.STG,R.SMG,R.FP,R.TP,R.TTG,R.IN,R.CER,L.VTA,L.SN,R.VTA,R.SN,L.RN,R.RN
L.PHIG,6.753778984142198e-05,0.00018781653506209534,3.651751336110467e-05,0.0013469227630451706,0.02525058503572926,0.04889170780219657,0.0011234044715908163,0.007220046963063199,0.02520853084324999,0.001873132364919606,0.00012070598150324445,0.03699819526500876,0.00013271237791645526,0.0015721594434011,0.0,0.00018887319359785294,7.086819432710103e-05,3.056270909366563e-05,3.682813371467528e-05,0.0014042162094407176,0.0003993249288718768,0.0005959578349094883,0.0005266172479588706,0.009216605624747812,5.3282902069208904e-05,9.276331480718194e-05,0.0006395066988262387,0.0022319125885708413,0.0010358977764123845,0.00062147259069662,3.2500721392724904e-06,0.0014550674823787587,4.8984108323480845e-05,0.001424460271039547,0.03026493237355389,0.013126259700846583,0.0004580679853683012,0.002004413786692788,0.006050970894670718,0.3533325559134941,0.0025525062135430708,4.785172903166471e-05,0.0023272567833753943,0.00018325439893800757,0.0003946199492154294,0.0013852517488805707,0.0007232491952672738,4.026714447528548e-05,1.182298101203697e-05,1.5663615559306627e-05,3.3942593601255123e-06,4.115590875747641e-05,0.0002977121941894448,0.0004387946545115294,6.890098478436032e-05,0.0001882228977142436,5.665858565180905e-05,0.0004061952462436723,0.0003352190259894235,6.330385956101744e-05,0.00031792457147084767,9.032200170049999e-05,7.258115402169078e-05,0.0021540897507848354,6.230570976906993e-05,4.6116966865558824e-05,6.247976894335294e-06,1.352505338074706e-05,0.0002822515612213495,3.371186965844488e-05,4.695455038833653e-05,0.00011075707366823832,0.0005490584631844194,0.0,1.0488241513174889e-05,8.35078130609097e-05,0.0004391190654635866,5.4586140758028655e-05,8.855952467473509e-05,0.0,4.410442361623094e-06,1.569368745270577e-05,0.00011729460820017922,0.01048566311952196,0.0216861193954719,0.0216861193954719,0.0,0.0,0.0497727255434503,0.0
L.POP,0.006273851794137077,0.010561735466030805,0.12144723386589504,8.224219422738906e-05,3.655014261802963e-05,0.000540202401064042,0.0075995004039194,0.006008070716327324,0.0014463159233710176,0.0005918406793442192,0.015578646432382059,0.00021701126450812593,0.0006512760626142695,0.011586047176405706,7.086819432710103e-05,0.002384076589124241,0.0,0.0077168171615643825,0.17597305264825797,6.853143039809352e-05,0.02345108489957616,0.004374281723769547,0.21299664895747306,0.003481109813319759,0.0007209616588435383,0.1325786967190187,0.1301387877688671,0.0060534388186265055,0.011411288025087729,0.03017357597139096,0.0002634283684716152,0.00011991231189988577,0.0011258473379097236,0.05751568751048144,0.0003971481161916636,0.03104426823025716,0.03579491640622459,0.04545700071399586,0.013828218602654334,0.0009305984154450883,0.00016854931941018972,0.00017044345882550588,0.004952552845391823,0.0033080511143342294,0.003012406961257259,0.001232487636142306,7.268042001881357e-05,1.4748531179893665e-05,7.26148798876114e-05,7.193765275147916e-05,0.0031251487150523,0.00840951975077237,5.973978181505882e-06,0.0,2.7658309415644495e-05,0.000494327554912749,0.00013143391956814765,0.00027179911146681254,4.6032883207227645e-05,0.00040297400203105296,4.999991306765916e-06,0.00036927410931730754,0.0003177782784958919,1.4086220586129412e-05,0.0009289228122391117,0.004221093030875553,0.0002795228860517686,0.001700239287009453,2.1021384646206167e-05,0.0004390554070268412,0.0012660728739772875,0.003228249634497,0.0007529096246153249,0.0003604545807733118,0.008816988331957354,0.024228622752666646,0.0006692056140589235,0.00014670626594482245,0.00038875457876563784,6.451802359839522e-05,0.0,2.464375186733036e-05,0.0011613674063013296,0.00024947188316037065,0.0214759171651025,0.0214759171651025,0.0,0.0,0.0939996474474594,0.0
L.POR,0.00016960592383859303,0.0016880962401862269,0.0013231483109882938,3.3342462747962704e-05,4.40533212302553e-05,0.00017797997478388576,0.0002549712872176858,0.0006394847763116883,0.00044651072271012894,0.0001646732634128632,0.19726569289413015,0.00016080621782779827,0.005191230398790512,0.0012014553735959351,3.056270909366563e-05,3.471940819318169e-05,0.0077168171615643825,0.0,0.1657606394575854,6.043959570352351e-05,0.00019736964525115375,0.0004887979878689773,0.0012227898253619536,0.0002748827095992557,0.006694817338808288,0.16034905451891004,0.022237453870061152,0.00025269753965568057,0.0016148544347169057,0.0007067378334279958,0.0031452147946909636,0.00017308019697461497,7.588790267419121e-05,0.015097581021689795,8.086831013073062e-05,0.006386395973659148,0.02077014181415813,0.023042695004139906,0.005643874585138911,0.0001598005090508266,0.00011621311929209238,0.0007344087796813282,0.000741656481777305,0.0020783149754794294,0.0009151910795253882,0.00016917975732790087,8.623753177761294e-06,1.2286329874964705e-05,0.0001233398278099909,1.199662746490987e-05,0.0007668955941752117,0.0002304805358698429,0.0,7.587331165823529e-06,7.3932871041588236e-06,1.1455092039384751e-05,2.8007234139042825e-06,7.114666063597454e-05,9.85952688912343e-06,0.0018329913995431177,4.355436174110396e-06,0.0026692885457886705,6.036668130302662e-05,2.6912405015561347e-06,1.058997673398193e-05,0.00025973779330188925,0.0014192670693972777,0.0012951532545230119,4.286087447288871e-06,1.2026127025471906e-05,6.94615280387426e-05,0.00012026094883980709,6.16173758238605e-05,0.0018534952463463293,0.007401956955755954,0.007229883864681783,2.572447984947959e-05,1.0059098586228583e-05,3.2064569494098286e-05,0.0007184174533701487,5.921544697436158e-06,3.100315291723408e-06,0.00034292997394028824,2.880577466604319e-05,0.020987164521354,0.020987164521354,0.0,0.0,0.0937756441461872,0.0
L.PTR,0.0010110660678063882,0.0056227625996181415,0.00933287004030913,5.1284498455262795e-05,4.9667757679785094e-05,0.00038998503702208627,0.0011475303176312138,0.002174003021683956,0.0007272295881147849,0.00031256647687555826,0.1213611596769461,0.00024987923612913935,0.002182952870037359,0.004125342426184265,3.682813371467528e-05,0.0005327272838991865,0.17597305264825797,0.1657606394575854,0.0,8.389207939689194e-05,0.0018457277665580353,0.0010902818991530823,0.009454802880270141,0.0010138357481465402,0.004879868941928024,0.20016817551353142,0.0595662581618992,0.0009578038902442949,0.005422566349349505,0.005072505993247065,0.0010800598928290361,0.0004549674301757574,0.0005207823304656203,0.05527339490664383,0.00014084790547013273,0.019563847606013957,0.03421346648037427,0.04449515703657362,0.011004938000706465,0.00041054750145841763,0.00012760174747736814,0.00041182094506785045,0.002197684160622594,0.0029582295621775174,0.0021841414107035,0.0006202035574809025,3.733565629449072e-05,2.364991427208141e-05,8.885044821652628e-05,2.8676995511624593e-05,0.002375161546969071,0.0016141971841973175,1.3023082294223628e-05,0.0,2.002764275359888e-05,9.995664087149051e-05,5.016657600035241e-05,0.0001295384699945307,2.2464162923003295e-05,0.0013241659730454823,1.0429357539648005e-05,0.0013635853806414707,0.0001297294672752987,2.237565990873023e-06,0.00016539065960830622,0.0015430494833176941,0.0013142031316908992,0.0031342187839967883,1.1849277109197181e-06,0.00011452767518814744,0.0002946322163737139,0.0005534156421677085,0.0002604055128243568,0.0017103156299512646,0.01517357945644284,0.016726572304096205,0.00014372197798784872,8.147442930154199e-05,0.00018928664449984256,0.0003715519164491094,0.0,2.8786667282186756e-06,0.0010462818384836471,0.0001094421180309452,0.0184018359820932,0.0184018359820932,0.0,0.0,0.09119464691914,0.0
L.PU,0.004080557167134441,0.010392794293405207,0.03555491555706635,0.003209159588175265,0.0012693653506828766,0.0086528129672689,0.024966847133106512,0.015130325431141619,0.006640858186105006,0.019461373477442964,0.1505650699631589,0.00789487074923284,0.06429835664565689,0.02266655700391973,0.002004413786692788,0.021303540025905347,0.04545700071399586,0.023042695004139906,0.04449515703657362,0.004389140512435724,0.08966203948798845,0.01204885771667686,0.18088504402928446,0.018411219117571317,0.023126586748069368,0.07698314346845175,0.1498848172372799,0.04752092646880651,0.04505167350998174,0.043368338664925565,0.0037263017772991235,0.003851158606231835,0.00996846988070337,0.49073224437163104,0.006333185323790776,0.15391353774633867,0.3690432779159047,0.0,0.13187754224823375,0.03562655851678295,0.0552045534913578,0.05918353586596917,0.010795406327260117,0.004759362826426848,0.004829379234314441,0.0038838397686398233,0.0010535940160219823,0.0002498414436228818,0.0009885387187626553,0.00038580355790776257,0.002894738073955641,0.006132560383678383,0.00017725462985438673,1.779864740117647e-05,0.0003119887053658804,0.0025678239535395823,0.0007960132515703529,0.0013107864942218,0.0005590271435382824,0.0021632868740290943,0.00020077279328119908,0.0029563321050892293,0.001107315068082953,0.00034176952123213326,0.004679311649887523,0.0028171821283936704,0.0009578093412723941,0.002274001277222647,0.00019192405252018484,0.0026098484159591297,0.003325171615196253,0.009054517263527025,0.006196668721740288,0.0020683265763551885,0.011481112167738013,0.028832829104643885,0.005171491128806841,0.0013504622753328648,0.002495049119826147,0.00047925425345477754,2.3627635355458135e-05,0.00026440706969954874,0.002495635131400612,0.004204665248310394,0.0987157032130593,0.0987157032130593,0.0,0.0,0.0279064624918409,0.0
L.PaCG,0.00020023467271847766,0.0034234990352377355,0.002413450583042865,1.5299378667083804e-05,1.1150606008282354e-05,7.664261224083987e-05,0.0020537123462390236,0.00029874085107371154,0.0019961737344659177,0.00018985672207870344,0.0002123674535564406,3.505587953352168e-05,0.00026266136838955874,0.0003820724104736233,0.00018887319359785294,0.0,0.002384076589124241,3.471940819318169e-05,0.0005327272838991865,3.1920955828389276e-05,0.22140511141429745,0.09800084095918689,0.3815351877174143,0.07648881229364009,0.0009057396086457606,0.001641579805294212,0.16546032783777653,0.06167569119991672,0.0007457381747828539,0.007006856720395753,2.8116778985939806e-05,1.9736875001843207e-05,0.0002559838440163711,0.007615764700047352,0.0007667866271789943,0.057596014241590894,0.01779181774926362,0.021303540025905347,0.018173527622912886,0.001431178045366006,3.032388482880588e-05,6.543891207505468e-05,0.014567421460362537,0.004621555909234624,0.004500610516147412,0.0039096154745243295,0.0009045557506273499,3.1862801742420196e-05,5.255319925604346e-05,0.0001361011129980932,0.00046287328038963765,0.0022698483512257526,5.6359663062172266e-05,4.997425150695844e-06,4.521620678323566e-05,0.0008989148848381823,0.0001301120544808106,0.0007696117976291612,0.00013666596398172014,0.00013607524480373716,5.261619754158917e-05,0.00026382163289888957,0.00034634057868001373,0.00012015507013355446,0.04678817826814412,0.0007045673218345823,5.077559379070536e-05,0.00013371882836059288,1.905554384033582e-05,0.0101688093929228,0.013637697081355241,0.04562779208836281,0.005822939520612776,9.060075420644755e-05,0.000714854587875747,0.01795609119725807,0.005046917164339994,0.0004892622123985588,0.0027140576600355702,0.0,1.2471467304235294e-05,0.00015442836184596874,0.001512493684133453,0.0005937837266286946,0.0164828979454237,0.0164828979454237,0.0,0.0,0.0627064166631726,0.0
L.PoCG,0.003423935716870006,0.0006442358253527941,0.020379338321739535,7.241902551820203e-05,7.196809182288236e-06,0.000717035974978747,0.025747194121312027,0.0051020803597087,0.0020934114029897708,0.001262680217962794,0.0009762471106539274,0.00010307675913256569,0.00017110529283751285,0.007929166518240093,0.0003993249288718768,0.22140511141429745,0.02345108489957616,0.00019736964525115375,0.0018457277665580353,7.608364252374184e-05,0.0,0.01345219405689996,0.6496285957754577,0.026240717297598713,0.00023092922803590334,0.0036966796376001827,0.030299603835374254,0.24359985887349325,0.009499400022300835,0.36138346108267067,1.67890221915867e-05,2.5628575217497185e-05,0.0028756961052836647,0.0817846641944027,0.0011971088487235766,0.1317691901774721,0.021137703250945078,0.08966203948798845,0.043005295378468235,0.004221355307047176,0.00019341111920839822,0.00012737082493181586,0.008475839320179566,0.0014088003288914236,0.002390898210978194,0.0016181588429417424,0.0005628662978185057,2.5123610097306435e-05,5.608090503193621e-05,0.00022355615320194828,0.00019240158161732974,0.0011524688957468177,2.679952687191643e-05,0.0,4.3406956250965324e-05,0.0009418892347695117,0.00015560941864691875,0.0008330040048737192,0.00012432042904788734,8.051312232582821e-05,3.930284572344748e-05,0.00015934625172299682,0.00032628059140408486,7.328815774546558e-05,0.013939517139821712,0.00027832063898629685,1.6207249177926613e-05,0.00015233110255006793,1.6043009724196927e-05,0.010569334568079111,0.00430378724389193,0.011547495955827665,0.006520752265468865,3.3479283253484066e-05,0.0003705127022200334,0.004776375003843182,0.006947657267091477,0.001021261263413494,0.004406556809396524,6.977560902846186e-06,0.0,0.00036149745894879825,0.0009847828112082295,0.00075515360361875,0.0098637107424958,0.0098637107424958,0.0,0.0,0.0677475677965635,0.0
L.PrCG,0.008285513388979607,0.0033741944214189003,0.3186728703048722,0.00026003992393778484,9.963307490205882e-06,0.0019807112229675234,0.042346211824107784,0.013284684437711181,0.0025070834224705705,0.0024315980475849708,0.0036208797316448706,0.0002969342773458594,0.0004817239849593025,0.018125084187239827,0.0005266172479588706,0.3815351877174143,0.21299664895747306,0.0012227898253619536,0.009454802880270141,0.00016817812296188116,0.6496285957754577,0.028154770555564534,0.0,0.017795580207690835,0.000529945454413553,0.040932158125620496,0.39911823986553996,0.11764269276087985,0.012687715319331482,0.11590725436526263,5.696056527326917e-05,5.4228645632626487e-05,0.0019530228033716355,0.09258990175046838,0.003150207949059288,0.2588573847476778,0.11456446785916254,0.18088504402928446,0.11870415180385795,0.008386965290766206,0.0007544000137336268,0.00014849508371489258,0.021030017311355075,0.007910689664617417,0.007947555940985694,0.006419745984713088,0.0009837183657150587,6.574242212522583e-05,0.0001796504634535062,0.0001446044724044225,0.0015174834910796529,0.013117616935605305,8.077358626535508e-05,1.4853022732034218e-05,6.500038822768285e-05,0.0018667658887735177,0.0003627682068903268,0.0008467694994930588,0.00022054852924620469,0.00021977418680292515,7.495808616509573e-05,0.0004495838351808937,0.0006840844473874529,0.00015324727472009272,0.03659672025572616,0.0021176404794000354,7.642728002539563e-05,0.0005857810984867155,3.65018726238444e-05,0.008170538605040658,0.011822550016348613,0.0652415331875581,0.005094802024443388,0.0001413509807079155,0.0022819302053092945,0.05388397537538854,0.006023119929799195,0.0007096424619696471,0.0027058951902365056,1.4658080817041177e-05,1.2912317307546955e-05,0.00011555000851161051,0.0021698019111016944,0.0014300551907769471,0.0117575233441315,0.0117575233441315,0.0,0.0,0.0749898180317603,0.0
L.RACG,6.149301084414094e-05,0.0705178705314066,0.00041006444849169666,7.249265637724574e-05,1.7993533534055483e-05,0.0001628342057220116,0.0002698302323930708,0.0004004133621167184,0.007501471300481725,0.00021717526729580794,0.09162057377785349,0.0001938524411686501,0.2601500501204891,0.0004034865944511634,5.3282902069208904e-05,0.0009057396086457606,0.0007209616588435383,0.006694817338808288,0.004879868941928024,0.00013057664615901305,0.00023092922803590334,0.01713446450557709,0.000529945454413553,0.00604504186883257,0.0,0.04464762918514098,0.16645966031454218,0.0006729485002556883,0.0006237988367067459,0.00034432405425465716,0.011180626554057493,0.00017405212255702739,2.5707248121225026e-05,0.021211279966458888,0.00019334654992428027,0.009923062832348407,0.060766314584105585,0.023126586748069368,0.006244643507058589,0.0018325786164248078,0.0007966132093769645,0.05099167945873834,0.004279624698288418,0.010449728315139135,0.003317935699109888,0.001439502351062247,0.0008994993845993529,0.00020625032954772204,0.006315683762775911,2.6679615638560072e-05,0.0072555817691993115,0.0002950436654004356,4.441877518299168e-05,1.3244455793152943e-05,5.211740436398128e-05,0.00019368210460581867,0.00015743962681163097,0.0003470939728542941,9.046792718139561e-05,0.010228346446742101,9.941837887743294e-05,0.02264005335551817,0.00017668136409473452,4.100858628065764e-05,0.0002155235117669921,0.00041473158258682356,0.0027679507843354767,0.0022471059567429354,5.80534582975744e-05,9.306830061779598e-05,0.00032309777216521924,0.0004365264565005882,0.000350266108744021,0.02518465121629257,0.014536991402790606,0.01639232439532952,0.00031006904449227694,0.00021941523589424225,0.00012430032141154965,0.002151080042969706,1.3196083984526673e-05,2.4969694917673506e-05,0.0018476952097977116,9.509284036320283e-05,0.0329171593791868,0.0329171593791868,0.0,0.0,0.062328600616327,0.0
L.RMFG,0.002172176039459469,0.025474145234911996,0.27398971216799467,9.93069363323796e-05,8.523777368185294e-05,0.0010595506823950687,0.006958866759268136,0.006080411603386412,0.0040899513012593825,0.001152178815260353,0.2257247470954931,0.00044312210610984964,0.07971858087984447,0.00786543632373611,9.276331480718194e-05,0.001641579805294212,0.1325786967190187,0.16034905451891004,0.20016817551353142,0.0001507201988826193,0.0036966796376001827,0.005652226286014452,0.040932158125620496,0.005235453538030559,0.04464762918514098,0.0,0.6912513963887157,0.004238712421828723,0.006083669836034659,0.006155016683158635,0.05636899835982639,0.0004618881863310471,0.00048413535405913803,0.04583682739556494,0.00041837841817752355,0.04855684643890398,0.10360934419562243,0.07698314346845175,0.0239580296537365,0.0007670865547520161,0.0003736391286504692,0.0032931760877559883,0.010769418129581472,0.01731684898776257,0.01183577498070734,0.0031282125849201644,0.0002129865297355083,6.562000919585467e-05,0.0008764484402039128,0.00012875015122674674,0.01184810850258857,0.00975563556381544,2.3639210029201057e-05,0.0,6.431998825474939e-05,0.00047143062732543,0.00035638251350088,0.0006141993853404085,8.036000927929627e-05,0.010106066632648281,7.930273486665941e-05,0.013301239423285711,0.0007118087510124939,1.2311979285632337e-05,0.0006976468755524668,0.008509424074376135,0.007982153725680206,0.015953256387656975,2.6229788232927828e-05,0.00046259377292571765,0.0013366031951805941,0.0026355865768902826,0.0010596791635323647,0.011995137449062488,0.08073692937004785,0.09368074670899264,0.00047205403179153004,0.00043205230980408407,0.0006868850790485863,0.0038243704804189825,5.4445239977468586e-05,3.837597752424384e-05,0.0050211951901739296,0.0003720799333542211,0.0168227320571468,0.0168227320571468,0.0,0.0,0.0923351435636032,0.0
L.RN,0.0945543112218836,0.0688307022261461,0.0893296904602065,0.084109886494573,0.0498282046553171,0.0823937206425752,0.0918647020888053,0.0935866573285132,0.057357641630438,0.0836235206220155,0.0875991187905633,0.0789880102528671,0.074639024433572,0.1,0.0497727255434503,0.0627064166631726,0.0939996474474594,0.0937756441461872,0.09119464691914,0.0906919125357706,0.0677475677965635,0.0818260995912854,0.0749898180317603,0.0853433699062819,0.062328600616327,0.0923351435636032,0.0888407044798208,0.0742915019906611,0.0861773043840389,0.0903269757674408,0.0919070376828492,0.0678382114297126,0.088158160023388,0.069971451967295,0.0032344772213711,0.0154361024563617,0.0052066518745496,0.0279064624918409,0.0181123236606287,0.0262012488840277,0.0267854391937106,0.0343541293194268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.SFG,0.002078918545160265,0.18486597862207355,0.33335556782933307,0.00025801054116301634,4.035356747011905e-05,0.000823951501500253,0.013880992534030712,0.005504245067267635,0.020792905784583805,0.001434520093850659,0.05062039675301527,0.0009188345273543613,0.16313448308363157,0.007789687012765105,0.0006395066988262387,0.16546032783777653,0.1301387877688671,0.022237453870061152,0.0595662581618992,0.00016376970714192864,0.030299603835374254,0.13193746945182672,0.39911823986553996,0.06274404633145268,0.16645966031454218,0.6912513963887157,0.0,0.04485691952184653,0.006678127980070812,0.011337115074282964,0.07531482705827933,0.00026694239848807055,0.0009431401404720529,0.07286675318828507,0.0022970551806192003,0.19026387632800046,0.16666297364139596,0.1498848172372799,0.07566868461519297,0.005279453717449153,0.0008276667786381883,0.0020288281147072002,0.04042749110165506,0.03260264869956113,0.029265291650711,0.012453005416697634,0.0011606214129072589,0.00010367107035497111,0.0010439282536119706,0.0005132408741247917,0.03907182308177871,0.05462443394275362,5.261565021877306e-05,7.086898519567297e-06,0.00020245374951173586,0.003062342658329418,0.0009568421585339964,0.0017035848807400353,0.0002854588277688761,0.0089300960612223,0.00016472378699938656,0.012737631096224819,0.0021713486034722882,0.00017996704634404176,0.01858517005939526,0.024069983849772995,0.0072152955343061705,0.019734251831998565,9.699790819178593e-05,0.005024509878229941,0.022769664827115912,0.05226513349002965,0.005893800169007747,0.0135276084305977,0.10156256230552083,0.28143106394787587,0.004672845053604147,0.0009255525340716058,0.0028187781366180997,0.0032795575721780365,5.536324834520033e-05,0.00015121817538485543,0.010462964096958335,0.001798575411426253,0.0140634791441792,0.0140634791441792,0.0,0.0,0.0888407044798208,0.0
L.SMG,0.06950904166115979,0.0007462165877797707,0.014026969447716022,0.00033797947837792806,3.6612378695126873e-05,0.001919566583396747,0.32063152969542696,0.019117066978799013,0.011919030610337463,0.0026285577378291824,0.0016238973059685058,0.0007220956615483823,0.0002082845219410485,0.0517875238423926,0.00062147259069662,0.007006856720395753,0.03017357597139096,0.0007067378334279958,0.005072505993247065,0.0003796059240040146,0.36138346108267067,0.007543515492406959,0.11590725436526263,0.03174984385083088,0.00034432405425465716,0.006155016683158635,0.011337115074282964,0.24715390045593702,0.1734224670253121,0.0,2.923323039786605e-05,0.00010383993296842413,0.01727095221193434,0.0665753472583998,0.0006890756996373116,0.06373313844312062,0.007584104654444383,0.043368338664925565,0.015011635830665775,0.005515059246146889,0.00040556657599100554,0.00013417342430988138,0.008624415746064918,0.0007660855262495117,0.0029750304933303415,0.0011196897253750765,0.001444248066978094,0.00014865885098046546,3.6611286707214765e-05,0.0005182440913979496,0.00013370144838332292,0.0009933579770599592,0.00010441848535650332,1.022515845382521e-05,0.000160029056762324,0.0032744623245279827,0.0008133097764165824,0.002465723666779094,0.0003368557232569074,0.00011713398879294506,8.390412783945674e-05,0.00015211895953824828,0.0011957562931104,0.00011952613588204452,0.004018017005818683,0.0002771468588071566,4.900146427307208e-05,0.00011702540130750571,0.00014553328204004994,0.004879744465414171,0.0021645108379027174,0.0033851119219790882,0.012721441610264825,3.096128798400577e-05,0.00046013301724232697,0.0024045927858722354,0.01272092947891226,0.0027898909177122293,0.005998235061167217,0.0,1.2887280335690588e-05,0.00046474595122005305,0.0012080332595195058,0.00019912496177152943,0.0138270869966769,0.0138270869966769,0.0,0.0,0.0903269757674408,0.0
L.SN,0.0221386236316302,0.0289499106398936,0.0123980657371498,0.0225933439695228,0.012869517892203,0.023358974191175,0.0137306201154335,0.0191393966641876,0.0278671847798309,0.0091773135736132,0.02630384840518,0.0214838572841824,0.0345427449940653,0.0178090769814714,0.0216861193954719,0.0164828979454237,0.0214759171651025,0.020987164521354,0.0184018359820932,0.0171281798200732,0.0098637107424958,0.0294336548483689,0.0117575233441315,0.024623500976137,0.0329171593791868,0.0168227320571468,0.0140634791441792,0.0116320387570756,0.0177876444500869,0.0138270869966769,0.0140752313987815,0.0201789421862219,0.0278202166171395,0.0320978536546706,0.0023703465915788,0.0185003255941446,0.0650003542710128,0.0987157032130593,0.0669619805503768,0.0173876356667088,0.0246894605848249,0.0748082778679902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.SPG,0.009497092269489924,0.0009857528255365411,0.016113696296866535,0.2458251590529517,7.304432965117817e-05,0.023005379986012223,0.5470691205654821,0.029574900983048904,0.05277697331887582,0.20476060384778733,0.0006934639429224294,0.025749485992648282,0.000591157493067256,0.029056110766171508,0.0022319125885708413,0.06167569119991672,0.0060534388186265055,0.00025269753965568057,0.0009578038902442949,0.07387134363815452,0.24359985887349325,0.013609105066980135,0.11764269276087985,0.5950958639605178,0.0006729485002556883,0.004238712421828723,0.04485691952184653,0.0,0.03872028305508404,0.24715390045593702,2.3078275533470783e-05,0.0002465698530399893,0.010519711428433965,0.03093990159615483,0.001290053641155359,0.09726424888978957,0.007447105979247235,0.04752092646880651,0.021714956047408036,0.01635505057558742,0.0010935085770304353,0.00036073284732231767,0.015956569803533664,0.0013534472443790472,0.006221688104137065,0.0022251696844035117,0.004712961072775576,0.0004554870412447353,0.00010043800944747738,0.0016851610049144824,0.00030578333629323925,0.001972212539695435,0.005523144543188094,2.8802569750261835e-05,0.002576210486931959,0.015593063388876283,0.005214983031518399,0.009889307444780141,0.010016587614055553,0.00041367394187887647,0.003152207410873282,0.0004176864474826355,0.005321277036405435,0.00047515596329596567,0.006436421674461377,0.0004645553569548412,7.456528170444887e-05,0.00011129702155978927,0.0038842276834788877,0.007825275767068618,0.004139205784801277,0.006046578351199865,0.037815825751205616,5.512672589868584e-05,0.0006116697766492999,0.004714304290490494,0.03474044470575437,0.006732673527376235,0.01127922090862031,2.4014203099131965e-05,0.00011163035607424142,0.001147719785100786,0.0031878997142809765,0.0008424674281991778,0.0116320387570756,0.0116320387570756,0.0,0.0,0.0742915019906611,0.0
L.STG,0.20451142611670287,0.0005144536671370526,0.003493197511450882,0.0041453020508536295,0.004565216299910541,0.01330688787475929,0.057916305438006466,0.0348673804532418,0.008132663308519788,0.024853267681656372,0.009104064531526781,0.0075494765444113696,0.0010638610322292294,0.2568270430019554,0.0010358977764123845,0.0007457381747828539,0.011411288025087729,0.0016148544347169057,0.005422566349349505,0.005331743167142553,0.009499400022300835,0.001578466979075747,0.012687715319331482,0.020268438052764435,0.0006237988367067459,0.006083669836034659,0.006678127980070812,0.03872028305508404,0.0,0.1734224670253121,0.00019483119556197603,0.0658025478005016,0.17926903604716846,0.11075125050700493,0.0003520063347839059,0.0343783593606943,0.003441475759058835,0.04505167350998174,0.009809088422273458,0.012676453071198676,0.013195653963097268,0.0003300197674741485,0.0036056600644898767,0.0003665799746880888,0.001409803997038447,0.0004565618147317967,0.000935923408886147,0.0001300994925651355,6.111711167981177e-05,0.0004214760733832908,0.00015364814016251193,0.00047860339389680187,0.00019664994812555888,4.050764748595732e-06,0.00024877891112429435,0.0026554404995482177,0.0008854414610387529,0.0017603941989697883,0.0004392922403998353,0.00014842653195679885,0.00021145910666513912,0.0002012627206579589,0.0009977675004366237,0.00010562460903665335,0.000681881613432447,0.00018718580291921975,4.95132971055501e-05,0.00011315816573135146,0.00014576319872170772,0.0008307300230989588,0.0005926925394183291,0.0007443611277828412,0.006416958102888677,8.514516804633774e-05,0.0005526909426448892,0.0011408331008339336,0.006783073558140288,0.0015498214896916118,0.001954687177168888,8.039135414844863e-06,5.710596423678664e-06,0.00018858928788255527,0.0006565028239496316,0.00023423959549912296,0.0177876444500869,0.0177876444500869,0.0,0.0,0.0861773043840389,0.0
