,L.BSTS,L.CACG,L.CMFG,L.CU,L.EC,L.FG,L.IPG,L.ITG,L.ICG,L.LOG,L.LOFG,L.LG,L.MOFG,L.MTG,L.PHIG,L.PaCG,L.POP,L.POR,L.PTR,L.PCAL,L.PoCG,L.PCG,L.PrCG,L.PCU,L.RACG,L.RMFG,L.SFG,L.SPG,L.STG,L.SMG,L.FP,L.TP,L.TTG,L.IN,L.CER,L.TH,L.CA,L.PU,L.PA,L.HI,L.AM,L.AC,R.TH,R.CA,R.PU,R.PA,R.HI,R.AM,R.AC,R.BSTS,R.CACG,R.CMFG,R.CU,R.EC,R.FG,R.IPG,R.ITG,R.ICG,R.LOG,R.LOFG,R.LG,R.MOFG,R.MTG,R.PHIG,R.PaCG,R.POP,R.POR,R.PTR,R.PCAL,R.PoCG,R.PCG,R.PrCG,R.PCU,R.RACG,R.RMFG,R.SFG,R.SPG,R.STG,R.SMG,R.FP,R.TP,R.TTG,R.IN,R.CER,L.VTA,L.SN,R.VTA,R.SN,L.RN,R.RN
L.FP,1.5674824695655725e-05,0.001208937586982247,0.00024616128996717164,5.690067629074791e-06,7.480445457547685e-06,3.4874481043243554e-05,1.5063741467486867e-05,0.00011718364831241769,0.00042624163556673656,3.9173499340580467e-05,0.03619713279763904,4.954231347945152e-05,0.17262631050407948,0.0001483542742927416,3.2500721392724904e-06,2.8116778985939806e-05,0.0002634283684716152,0.0031452147946909636,0.0010800598928290361,0.0,1.67890221915867e-05,0.0006027826668147588,5.696056527326917e-05,0.0002907586234984362,0.011180626554057493,0.05636899835982639,0.07531482705827933,2.3078275533470783e-05,0.00019483119556197603,2.923323039786605e-05,0.0,1.0336558722513978e-05,3.063693212742499e-06,0.0016157219547372464,0.0,0.000856725318711446,0.006669124751200753,0.0037263017772991235,0.0009994906424816347,1.7377263126920748e-05,2.925142802843674e-05,0.00044583932538460165,0.00023138844637742324,0.0018953303560526125,0.0004133280853357816,7.865491342754386e-05,2.117196312140314e-05,9.969111010098289e-06,0.00015843290929269644,0.0,0.0003389947759798417,8.737617640189041e-05,0.0,0.0,2.7848357637149104e-06,5.364871731883033e-06,1.63273663415561e-05,3.215393606670437e-05,6.067146963635294e-06,0.001845243693198897,5.604020594058911e-06,0.0037292441075143824,4.9447475556626457e-05,0.0,9.751136449952666e-06,7.176548313840522e-05,0.0009478439460700076,0.00039154166781411664,4.092017468453602e-06,2.09270164178503e-06,5.427884414933377e-05,1.681874887609227e-05,1.977344939919698e-05,0.0018945087773938412,0.003593417354241724,0.0036604629143340882,6.588507162235561e-06,2.728604712680921e-05,1.4625155625011008e-05,0.000992512145753544,5.128999310604693e-06,3.6067771049461615e-06,0.0001629083556740654,4.649697285131159e-06,0.0140752313987815,0.0140752313987815,0.0,0.0,0.0919070376828492,0.0
L.HI,0.001190752612267694,0.0004237712385268049,0.0009509591060469631,0.0056267331204857,0.09701276671102814,0.10856682486935475,0.01401010974431723,0.041274590220123294,0.05130115813717482,0.020698423328011188,0.0007541987199151569,0.08360646856578585,0.006942198094667428,0.014646459407836288,0.3533325559134941,0.001431178045366006,0.0009305984154450883,0.0001598005090508266,0.00041054750145841763,0.010279486387918983,0.004221355307047176,0.002198396359952947,0.008386965290766206,0.0214807374829133,0.0018325786164248078,0.0007670865547520161,0.005279453717449153,0.01635505057558742,0.012676453071198676,0.005515059246146889,1.7377263126920748e-05,0.007322827756611159,0.0009495292290779701,0.021458237126202824,0.014903285049461982,0.22531941492366708,0.006556691548280823,0.03562655851678295,0.1427443285023215,0.0,0.06255122951787914,0.001903326197758035,0.00636168317133103,0.0006030900152740235,0.0011869558677739705,0.0018581378200567527,0.0020953767903951355,0.00017960091792873481,0.00032918679788820394,0.0004066839701064021,9.596659733760867e-05,0.00024696255787309964,0.0009065037410304917,0.00010684644078708377,0.0005244324403758737,0.0029613983092043883,0.0008132207858404352,0.0023417549105217883,0.0016816540172916118,0.0008872589000853112,0.0011598504674503237,0.0013796383434231234,0.0009591675898271823,0.0010398534404279295,0.0005523899664092981,0.00011783310886757191,2.896728440329675e-05,2.714142454262205e-05,0.0010131770640125705,0.0004787624527344471,0.000334198962886451,0.0009049362384196294,0.0051581374110938535,3.244104102301655e-05,0.00023490750569283645,0.0008360444879772352,0.004089591857509318,0.0010290267076231412,0.0014515274300476177,9.233559834668877e-06,1.4843368293154198e-05,0.00014530787364518618,0.0008227173226836823,0.008212430597642553,0.0173876356667088,0.0173876356667088,0.0,0.0,0.0262012488840277,0.0
L.ICG,0.0022793028463757234,0.009531821096214118,0.0012662238742333764,0.02896971043377092,0.00024054386071616362,0.009962572308251729,0.02464994838197118,0.009627404012211377,0.0,0.03311611346361088,0.001516856604729706,0.042845897196778164,0.003500074318280729,0.006398963232849747,0.02520853084324999,0.0019961737344659177,0.0014463159233710176,0.00044651072271012894,0.0007272295881147849,0.022645268466506784,0.0020934114029897708,0.07809661774974788,0.0025070834224705705,0.3118687241195473,0.007501471300481725,0.0040899513012593825,0.020792905784583805,0.05277697331887582,0.008132663308519788,0.011919030610337463,0.00042624163556673656,9.644962734740028e-05,0.0020796345838023,0.004409739390218477,0.0001597327155718281,0.029231897555861724,0.002980145997579559,0.006640858186105006,0.0027486811815815647,0.05130115813717482,0.00041131753903071765,0.0006019652244580044,0.004535169905249176,0.0005213612686160176,0.0017518582093439,0.0006783319931712194,0.003533435454808182,0.00021711065895969368,0.00015404592700856012,0.0008186596128680176,0.0001938954672839748,0.0004558375972544807,0.005348492631374677,2.364836958574585e-05,0.0013952698478513531,0.005699376803473529,0.0019114605570593529,0.024608739885744788,0.008849581821555989,0.0002881623305081383,0.004808041008500988,0.00033730989186406697,0.0019767598966687295,0.00048160159813911177,0.001338833653139774,0.00017120203409115575,9.156276201256313e-05,0.00021006532455787,0.004317348151099006,0.0009451068263770647,0.002953807190585229,0.0007924659973986706,0.021038290346748194,0.00013321619503133445,0.0006129638634206824,0.0014743523607919295,0.011239550453275406,0.0023372886787890474,0.002363116593377053,2.09614857719727e-05,3.7412027167202245e-05,0.0003059613297979027,0.0010219404262766178,0.00012486043014321827,0.0278671847798309,0.0278671847798309,0.0,0.0,0.057357641630438,0.0
L.IN,0.0037243558994017063,0.005600267094351953,0.014979968905441354,0.0015748070137141176,0.018372341442378336,0.011036503917551913,0.013249344644917095,0.018517137130850663,0.004409739390218477,0.011171628141362076,0.19049782523186629,0.004948017050584906,0.05436614678585555,0.0296063643882282,0.001424460271039547,0.007615764700047352,0.05751568751048144,0.015097581021689795,0.05527339490664383,0.002923152031736347,0.0817846641944027,0.005791009256178694,0.09258990175046838,0.01168879246361843,0.021211279966458888,0.04583682739556494,0.07286675318828507,0.03093990159615483,0.11075125050700493,0.0665753472583998,0.0016157219547372464,0.032716603757511,0.030369881044481344,0.0,0.0033867657008558824,0.10884940492399595,0.0607317527028757,0.49073224437163104,0.08449401064413112,0.021458237126202824,0.06955721285513661,0.04881861444999638,0.011168125293909377,0.003794486256734029,0.0033370918241482942,0.0025247294461423647,0.0015271715271132176,0.00040825001021424116,0.0014878940378488142,0.0002386502702333063,0.0015018976756458764,0.002924125117954153,0.00013069579294060004,0.0,0.00015234141191148814,0.001332389037636047,0.0004917492101847529,0.0010165206567256764,0.0003083026769160962,0.0027652805421724174,0.00014656303735160903,0.003772556213290924,0.0004975045391509941,0.00010493720267844956,0.002076105357838841,0.0012315251254249235,0.0005263654597407076,0.0012428397760426706,0.00010015725411189625,0.001492936520839206,0.0015656524092623294,0.003742421623248082,0.0036808855218028115,0.0011875437200581825,0.005884144213003023,0.01365626062871906,0.003479993076296953,0.0008066457291033588,0.001538642300914394,0.0002599005991955412,1.569164073020061e-05,0.00015014893478736385,0.002691049181898477,0.0020972815512200643,0.0320978536546706,0.0320978536546706,0.0,0.0,0.069971451967295,0.0
L.IPG,0.11247220537624437,0.00036043374450086933,0.025615572679622493,0.009703220212353272,0.00012034699629868391,0.05254556191434592,0.0,0.12415849749610527,0.02464994838197118,0.3534485560726378,0.00077160569159894,0.012575575386911494,0.0003124829964500108,0.22380099055479616,0.0011234044715908163,0.0020537123462390236,0.0075995004039194,0.0002549712872176858,0.0011475303176312138,0.011950214821936266,0.025747194121312027,0.002104417561058041,0.042346211824107784,0.07432370988565432,0.0002698302323930708,0.006958866759268136,0.013880992534030712,0.5470691205654821,0.057916305438006466,0.32063152969542696,1.5063741467486867e-05,0.0003755797187906552,0.004513725557050847,0.013249344644917095,0.0005793533578416473,0.0486387687916319,0.0030583100715883237,0.024966847133106512,0.010021754655983364,0.01401010974431723,0.0012843750148745412,0.00013641605845672372,0.00612646223411167,0.00039342083529117787,0.0028643955181168767,0.000851602838193706,0.0027621011496781708,0.0002852801037200917,3.816371972767321e-05,0.0006560773054271999,0.00011702219456702963,0.000897829837169574,0.0016912694264572118,1.9904687206383905e-05,0.0017089172580600528,0.009778182863871283,0.0036398308352380525,0.004122868780224523,0.004889401780579006,0.00017382229338467662,0.001390438986426874,0.00015219784763403145,0.003193926797808041,0.00019516739555625618,0.0009015802177299176,0.00021157316017642098,2.69437365226811e-05,7.002507492626289e-05,0.0019521684639905528,0.0007851294006847589,0.0007459827797571941,0.0016942713096242707,0.016207158548325988,4.5808701400391895e-05,0.0003558317266356553,0.002148392192267835,0.01376522890776574,0.0027212949597268353,0.002730287143328506,6.628822829994118e-06,6.492485066801575e-05,0.0002515600323079182,0.0012273602757611295,0.00024282757472936738,0.0137306201154335,0.0137306201154335,0.0,0.0,0.0918647020888053,0.0
L.ITG,0.020666693299229568,0.00013156323732707725,0.009851768575226587,0.005461293755082223,0.01362424152740406,0.38412466727383604,0.12415849749610527,0.0,0.009627404012211377,0.13439627947710436,0.003961489101446793,0.04144831342841678,0.0006204497662275244,0.48312817104486994,0.007220046963063199,0.00029874085107371154,0.006008070716327324,0.0006394847763116883,0.002174003021683956,0.01406275153817633,0.0051020803597087,0.0007230580410600833,0.013284684437711181,0.016344805393656764,0.0004004133621167184,0.006080411603386412,0.005504245067267635,0.029574900983048904,0.0348673804532418,0.019117066978799013,0.00011718364831241769,0.036051750413517915,0.0006341633647492179,0.018517137130850663,0.00034811966558200545,0.02241380155984493,0.0018857742179778942,0.015130325431141619,0.006547773067650294,0.041274590220123294,0.01674450570341903,0.0002725070008356868,0.0024690179341280882,0.0001944545145140739,0.0012962237350654059,0.00023826030105272578,0.0013011750145580294,0.0001376356156191576,5.105598919450796e-05,0.00046226177841214404,8.566551439228127e-05,0.0006172006496714218,0.0006502369623448646,5.284393165380657e-06,0.0007702308243042118,0.005218634839107124,0.002017964934616512,0.0017768231849146412,0.002005904643524476,0.00017574479889368344,0.0007237364250689822,0.0001493823096782577,0.001576434896039853,0.00011373118233529295,0.00023362650782450338,9.241766342766524e-05,6.835221371699514e-05,4.810835185025208e-05,0.0007490552539739867,0.0002891757804130059,0.00025658999531185837,0.0005403805232392913,0.007466809912691376,2.1934581857664708e-05,0.00042484009993292186,0.001159390234324653,0.006350530097717771,0.0013218539700874177,0.001233752143936494,1.747309191211129e-05,1.1475960433627984e-05,0.00013580324093444559,0.0005658592346062142,0.00012368607284164309,0.0191393966641876,0.0191393966641876,0.0,0.0,0.0935866573285132,0.0
L.LG,0.001108858630304572,9.344553190264469e-05,0.0001458530012014115,0.06293265284036777,0.00041967442486606473,0.18524337329135826,0.012575575386911494,0.04144831342841678,0.042845897196778164,0.31396669567907204,0.0011037121655626452,0.0,0.00040946936623923624,0.014353905072084283,0.03699819526500876,3.505587953352168e-05,0.00021701126450812593,0.00016080621782779827,0.00024987923612913935,0.4810436603927582,0.00010307675913256569,0.0002291821820742736,0.0002969342773458594,0.038949317082445985,0.0001938524411686501,0.00044312210610984964,0.0009188345273543613,0.025749485992648282,0.0075494765444113696,0.0007220956615483823,4.954231347945152e-05,0.0007930938733915464,0.0003853383132686204,0.004948017050584906,0.00010877821557295853,0.021465650559242686,0.00045031845622150524,0.00789487074923284,0.0026593344601826057,0.08360646856578585,0.0017922837157479886,0.00010499582044008201,0.0011735848606591666,4.089147916103722e-05,0.0003780462542529182,0.00014404697809220057,0.0013286435972338529,9.821023153427165e-05,1.4014218681030232e-05,7.87383916488045e-05,1.610610673915476e-05,2.1805419493662177e-05,0.0028486475187013706,0.0,0.0011187329047613883,0.001797311597649353,0.0009579806537049529,0.0033966412147122997,0.004396312176238117,5.7571151010811116e-05,0.008395794329646511,0.00013939998336151617,0.0005695171516770238,0.0003534396957944647,6.271599087191844e-05,6.548042490666022e-06,1.5273103117908016e-05,3.088184571589996e-05,0.004653934356845471,4.2765600541706724e-05,2.3124953971998203e-05,7.258552444151628e-05,0.0038682857010601647,1.5486901924430253e-05,6.958309571308167e-05,0.00014025572807843906,0.0030138738544088,0.0003612228052007294,0.00010795968273181829,6.185708686879944e-06,1.3472161698203806e-05,1.2006291098344904e-05,0.0002842672655979706,2.9362246354109538e-05,0.0214838572841824,0.0214838572841824,0.0,0.0,0.0789880102528671,0.0
L.LOFG,0.00038041461231192716,0.006272461951034889,0.0029918910178609766,8.580901326671675e-05,0.0002631273797369882,0.0010737195870413547,0.00077160569159894,0.003961489101446793,0.001516856604729706,0.0008412810719198799,0.0,0.0011037121655626452,0.2825261684785254,0.0050610117215048765,0.00012070598150324445,0.0002123674535564406,0.015578646432382059,0.19726569289413015,0.1213611596769461,0.0004084025398625294,0.0009762471106539274,0.0019485380730546713,0.0036208797316448706,0.0011493380466844566,0.09162057377785349,0.2257247470954931,0.05062039675301527,0.0006934639429224294,0.009104064531526781,0.0016238973059685058,0.03619713279763904,0.0012897295821765764,0.0004524696139508971,0.19049782523186629,8.531329275405208e-05,0.014989693773317674,0.12629313171268847,0.1505650699631589,0.021084806188844302,0.0007541987199151569,0.0015971180715567761,0.04054429605633837,0.0015645952922220883,0.010352391310657617,0.0020359940325114646,0.00047449536917915737,0.00010258245736536187,2.2503167557390788e-05,0.004099940162116318,1.0559666178840992e-05,0.0015110316171027176,0.0005683484569524882,7.288118566434263e-06,0.0,4.177117959664574e-05,9.122873123382616e-05,6.742588001754001e-05,0.00011240874756420829,3.237297829854001e-05,0.010460603953958217,2.3790923512505354e-05,0.017628666869852008,0.00018453758194663083,1.609175828389412e-05,9.107469956910351e-05,0.000408982760728632,0.002547283431832947,0.0017062715227018706,5.449295843007532e-06,4.889387668511993e-05,0.0001726124020058243,0.00034632360328064587,0.0002087319340130322,0.007641895754407065,0.013576383218525464,0.012573374252764766,0.0001695760919198921,0.00011265941481697766,7.212397515834143e-05,0.002641182182079147,2.861333837345121e-05,3.811132509810819e-06,0.0010203578581800942,5.8917980079261466e-05,0.02630384840518,0.02630384840518,0.0,0.0,0.0875991187905633,0.0
L.LOG,0.0056588473407277,5.7645078476865e-05,0.0021772326602066453,0.18941516320157403,0.00013238984289132315,0.34073321315703003,0.3534485560726378,0.13439627947710436,0.03311611346361088,0.0,0.0008412810719198799,0.31396669567907204,0.00036789149395225916,0.06633731601207304,0.001873132364919606,0.00018985672207870344,0.0005918406793442192,0.0001646732634128632,0.00031256647687555826,0.38343414685891086,0.001262680217962794,0.00026442835710540144,0.0024315980475849708,0.032427308083414666,0.00021717526729580794,0.001152178815260353,0.001434520093850659,0.20476060384778733,0.024853267681656372,0.0026285577378291824,3.9173499340580467e-05,0.00046610618879278825,0.0011514845728462443,0.011171628141362076,0.00038818278434852937,0.044683124475317984,0.0006674695434181235,0.019461373477442964,0.0075275844744141064,0.020698423328011188,0.0018615965055144448,0.00016797137945761712,0.002742839207359494,7.664566797447357e-05,0.0012824319109324,0.00033250369485723544,0.0026602051642060707,0.00014504042370430188,5.127447914756957e-05,0.0002680977872778491,3.3748197923226415e-05,0.0001975267489522731,0.0067785287125649765,2.262968826814649e-05,0.0033696400374376824,0.007995433829844559,0.0037648179986378002,0.00787047561022087,0.01699212254613916,0.00015345617795781442,0.005893794095830594,0.00025284683913297056,0.002178730141245653,0.00025467076608158166,0.00012032757324169738,2.8000118867957486e-05,2.24371915924965e-05,3.3306531140860246e-05,0.006827024446542542,0.00020354484539954638,0.00020046952154304326,0.00023843023084111828,0.01403087135117806,1.5175491493201914e-05,0.00012771569420496972,0.00038290117191675665,0.01184317336473261,0.0011483415966866883,0.0004727036128951846,4.111891535195617e-06,3.867684506910488e-05,0.00011542359532406329,0.0005315495711600304,0.00020540194331775292,0.0091773135736132,0.0091773135736132,0.0,0.0,0.0836235206220155,0.0
L.MOFG,4.867430854247126e-05,0.016122937578138388,0.0004565583461769689,6.78836756716856e-05,9.679133858564524e-05,0.0004007320540635583,0.0003124829964500108,0.0006204497662275244,0.003500074318280729,0.00036789149395225916,0.2825261684785254,0.00040946936623923624,0.0,0.0006697188754081747,0.00013271237791645526,0.00026266136838955874,0.0006512760626142695,0.005191230398790512,0.002182952870037359,0.00023863895372208462,0.00017110529283751285,0.005161076150842547,0.0004817239849593025,0.0023543502367365144,0.2601500501204891,0.07971858087984447,0.16313448308363157,0.000591157493067256,0.0010638610322292294,0.0002082845219410485,0.17262631050407948,0.000309912578299468,1.3692258552449582e-05,0.05436614678585555,0.00111824629238815,0.031184537813800452,0.0877578758776902,0.06429835664565689,0.020384591268309177,0.006942198094667428,0.013122783525302148,0.09282711999108743,0.0031121698464308236,0.014680653668733824,0.0023520300843915235,0.001119977436039122,0.00046170890460604867,0.0001492156829426578,0.006537814053417003,2.981050678473e-05,0.0014449193794920767,0.0001351687917387736,7.303591051980641e-05,1.1082090457397147e-05,7.956006297636887e-05,0.00022409851720428997,0.0001437969166906171,0.00029989246902765293,4.906311182330314e-05,0.012376229184753052,9.317780353236522e-05,0.028555211241945863,0.00023237237831396154,4.409926004331523e-06,8.191407879450747e-05,0.00029539839780019767,0.002334300505642159,0.0012349717942496353,5.8677764870323525e-05,0.0001103657373153853,0.0002858917160486228,0.00027794127365083916,0.0003223177834599138,0.011675920910917136,0.010106720406056924,0.010246571890208665,0.0003299279654185536,0.00017783406047065377,7.914340734427265e-05,0.003130514889279192,2.7601227800586722e-05,1.0528742283708002e-05,0.0015295751663444064,0.0005495614228794706,0.0345427449940653,0.0345427449940653,0.0,0.0,0.074639024433572,0.0
L.MTG,0.2559818508882346,0.0003486014753650189,0.01140878274133153,0.0041265475114448,0.002632458025767682,0.027230597993082223,0.22380099055479616,0.48312817104486994,0.006398963232849747,0.06633731601207304,0.0050610117215048765,0.014353905072084283,0.0006697188754081747,0.0,0.0015721594434011,0.0003820724104736233,0.011586047176405706,0.0012014553735959351,0.004125342426184265,0.007387987610992023,0.007929166518240093,0.000834133266078547,0.018125084187239827,0.01331914540493694,0.0004034865944511634,0.00786543632373611,0.007789687012765105,0.029056110766171508,0.2568270430019554,0.0517875238423926,0.0001483542742927416,0.02788619912388677,0.0021345335297571766,0.0296063643882282,0.0003331264486464204,0.020646033133417105,0.002981799536117182,0.02266655700391973,0.006157016029703571,0.014646459407836288,0.007017581378434335,0.0002909786199318088,0.002303549259517794,0.0002894978470685832,0.001034329858233141,0.00039496046995389413,0.0007873590500105412,8.050837086483791e-05,4.3605079771808625e-05,0.00025807267727416853,0.0001001183097575948,0.0004839676906455252,0.0004359436976220878,4.060465262728477e-06,0.00029022904611013625,0.0028230962448577,0.0009367591589879295,0.001360201999608587,0.0007733773530830002,0.00012999008409548453,0.00027929074148974945,9.937616643989982e-05,0.0009894605179901058,4.991200006272352e-05,0.00032887385985487326,0.00012455083043888497,3.05226912764199e-05,9.604783850934588e-05,0.0003866861824173871,0.0004003177788921191,0.0002847275718694775,0.0006581281301205592,0.0050811362923269,8.33168123684559e-05,0.0005417029220186739,0.0014920375611447941,0.004674872718278365,0.0009826757477431236,0.001121174811429647,1.1131121922194118e-05,2.3612254619911855e-05,0.00011234477427639131,0.00044849870167915995,0.00012676369334058452,0.0178090769814714,0.0178090769814714,0.0,0.0,0.1,0.0
L.PA,0.0013424227528517176,0.004136817586036947,0.016889231742544558,0.0013184082627757606,0.0010499198758738295,0.004405772494031023,0.010021754655983364,0.006547773067650294,0.0027486811815815647,0.0075275844744141064,0.021084806188844302,0.0026593344601826057,0.020384591268309177,0.006157016029703571,0.006050970894670718,0.018173527622912886,0.013828218602654334,0.005643874585138911,0.011004938000706465,0.0015744527480526943,0.043005295378468235,0.007413559465603524,0.11870415180385795,0.00901348091197253,0.006244643507058589,0.0239580296537365,0.07566868461519297,0.021714956047408036,0.009809088422273458,0.015011635830665775,0.0009994906424816347,0.0013520630702120824,0.0023421956254706527,0.08449401064413112,0.03712430848443621,0.19913034981272246,0.19225837856051597,0.13187754224823375,0.0,0.1427443285023215,0.07026178036675562,0.02012932075784797,0.013757124217142494,0.004645823094891482,0.004425861680386612,0.008934904644127047,0.001575554367198694,0.00045175610026755857,0.0016896645506844056,0.00024153778138897477,0.001025497032057459,0.002677907984195882,0.00010403636903072867,0.00018860362747518593,0.00014472788610143632,0.0012564342828244588,0.0004813836787405779,0.0008027766722645666,0.0002842227804194159,0.0018157634095879395,0.00010684051334612254,0.002893788979962241,0.0006388818355243335,0.0017796078791365059,0.0038434883919087883,0.0012331215696270471,0.00027462398638069255,0.0008553856374459823,0.00012376716908436077,0.0014992404635724176,0.002470916688381102,0.005946571131130789,0.0031168142366664233,0.0004715648904759194,0.0037814267565359884,0.012040990043379288,0.002488550583059647,0.0005813764512345767,0.0010667342721294353,0.00011908857977162004,3.860159927719865e-05,0.0001349997617542912,0.002207460073628535,0.024044088451763795,0.0669619805503768,0.0669619805503768,0.0,0.0,0.0181123236606287,0.0
L.PCAL,0.0011471702851172645,3.755289241839674e-05,0.00012106703567202585,0.7042227828654933,3.5528757674598215e-05,0.022462903026851,0.011950214821936266,0.01406275153817633,0.022645268466506784,0.38343414685891086,0.0004084025398625294,0.4810436603927582,0.00023863895372208462,0.007387987610992023,0.0014042162094407176,3.1920955828389276e-05,6.853143039809352e-05,6.043959570352351e-05,8.389207939689194e-05,0.0,7.608364252374184e-05,0.00012554615164416557,0.00016817812296188116,0.041986450786107805,0.00013057664615901305,0.0001507201988826193,0.00016376970714192864,0.07387134363815452,0.005331743167142553,0.0003796059240040146,0.0,0.0001906080680728594,0.0002146095447979674,0.002923152031736347,0.00012951506054985205,0.013152566831774265,0.00023787698799423694,0.004389140512435724,0.0015744527480526943,0.010279486387918983,0.0007191469117525705,5.314155428952157e-05,0.001185958753980453,6.790368560781088e-05,0.00038390951096950584,0.00010186640668728745,0.001355163577991441,8.294521262000815e-05,1.6751451514794516e-05,6.260921940377387e-05,0.0,1.3745198538930243e-05,0.0045598418747456355,0.0,0.0013201847151704412,0.002292877198688547,0.0011752034988618118,0.004206056689045941,0.007198612756240747,8.091325244597e-05,0.0035365788678001294,6.174278612814558e-05,0.0008414647304626882,0.00022716331445846294,3.635431643791149e-05,9.016511414994203e-06,3.692554922268646e-06,1.1588362188470589e-05,0.004046454361944723,5.972311207224448e-05,7.545165788306846e-05,5.719099935688411e-05,0.005344846233749635,1.3031204690894118e-05,3.556908575842871e-05,4.7669363503763955e-05,0.004071149703229852,0.00038540404716575085,0.00011115161835982326,0.0,6.785782045631253e-06,3.2569999611557356e-06,0.00024598889547343514,3.48606250169135e-05,0.0171281798200732,0.0171281798200732,0.0,0.0,0.0906919125357706,0.0
L.PCG,0.00036112861306402354,0.05079585701378705,0.0053845439902242475,0.00011856906320865422,1.7121407760325563e-05,0.00019427898309400438,0.002104417561058041,0.0007230580410600833,0.07809661774974788,0.00026442835710540144,0.0019485380730546713,0.0002291821820742736,0.005161076150842547,0.000834133266078547,0.0005959578349094883,0.09800084095918689,0.004374281723769547,0.0004887979878689773,0.0010902818991530823,0.00012554615164416557,0.01345219405689996,0.0,0.028154770555564534,0.14958967088791858,0.01713446450557709,0.005652226286014452,0.13193746945182672,0.013609105066980135,0.001578466979075747,0.007543515492406959,0.0006027826668147588,2.816369043757059e-05,0.000579452223606169,0.005791009256178694,0.0002978902855558698,0.029759463204297936,0.017492853525122094,0.01204885771667686,0.007413559465603524,0.002198396359952947,6.515146801505542e-05,0.0008931643155642822,0.007593515485101782,0.0023839853500895003,0.0026825684085132356,0.0021090600456894057,0.0005227930195122353,3.693033488200274e-05,5.4238525847890904e-05,0.00012188543916536417,0.0018545871054665242,0.0031258727065877883,5.3575772830554334e-05,0.0,5.959508700736359e-05,0.0007506480818276822,0.00015822596898866175,0.0016101905190074883,6.354545680017398e-05,0.0001812771891217344,6.022409130641068e-05,0.0002824535578217463,0.0002628045052238782,9.953464160064303e-05,0.016538077177659778,0.000890160513082406,8.163424547939041e-05,0.0003468706868507886,5.027385257011578e-05,0.004359296149276735,0.014227909333429278,0.01289067997755856,0.005173875286074641,0.00026191663254538923,0.0016390784752521295,0.018974611690342588,0.0037384036320634944,0.0004622754940884,0.0018106409276315294,2.9592258825487742e-05,0.0,8.562542749573085e-05,0.0010798092235100058,0.00021008950122758824,0.0294336548483689,0.0294336548483689,0.0,0.0,0.0818260995912854,0.0
L.PCU,0.005226203633041,0.012724461256953081,0.004312954675841676,0.07906981471694893,0.00013348958982727682,0.011734514305043383,0.07432370988565432,0.016344805393656764,0.3118687241195473,0.032427308083414666,0.0011493380466844566,0.038949317082445985,0.0023543502367365144,0.01331914540493694,0.009216605624747812,0.07648881229364009,0.003481109813319759,0.0002748827095992557,0.0010138357481465402,0.041986450786107805,0.026240717297598713,0.14958967088791858,0.017795580207690835,0.0,0.00604504186883257,0.005235453538030559,0.06274404633145268,0.5950958639605178,0.020268438052764435,0.03174984385083088,0.0002907586234984362,0.00014315361960985884,0.005093911933559146,0.01168879246361843,0.0006394407420159941,0.05048390642282964,0.005651903696059135,0.018411219117571317,0.00901348091197253,0.0214807374829133,0.0007014011729621317,0.0003789430310908961,0.018841844912433604,0.0015701038204913118,0.007386353866860912,0.0026178689549092886,0.005903647145091259,0.0006530190401960412,9.568869104328632e-05,0.0021408988223632942,0.0005180532159449081,0.0020414329750108318,0.004873844330194035,1.4936535445852081e-05,0.003373701768405906,0.01986325704097468,0.006485581931469524,0.016877158181897948,0.009499476372248919,0.0004963989461018,0.003483456721852859,0.0003933451013942313,0.006816962339349371,0.000620562302239106,0.007823481299191947,0.0006509032789398605,0.00012900080760200132,0.0003761615935409563,0.004000916819089712,0.006898205306520124,0.006475193969877735,0.005716037592524353,0.05248001252550267,0.0001425083005699474,0.001127508314804208,0.005519387154547176,0.04046329132902476,0.008407159157788124,0.011004270947521747,4.736984520160042e-05,0.00012489074571265038,0.0012059043352045,0.003665978839191235,0.0005657497018045882,0.024623500976137,0.024623500976137,0.0,0.0,0.0853433699062819,0.0
